accession,strain,qseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,sseqid_2
XM_003046606,[Nectria] haematococca,Oe6_s02715,74.793,726,162,14,28236,28943,796,74,1.48e-77,307,1
XM_003049863,[Nectria] haematococca,Oe6_s06580,74.2,969,199,40,7971,8909,2786,1839,1.35e-92,357,1
XM_003052767,[Nectria] haematococca,Oe6_s03228,75.709,247,55,4,997,1239,1793,1548,6.61e-22,119,1
XM_003054139,[Nectria] haematococca,Oe6_s06580,78.999,1319,238,29,25839,27136,1590,290,0,865,1
XM_003069581,Coccidioides posadasii,Oe6_s06580,73.935,775,179,16,7971,8732,2889,2125,1.39e-72,291,1
XM_003173561,Nannizzia gypsea,Oe6_s06580,78.116,658,124,17,8073,8717,2502,1852,2.22e-105,399,1
XM_003175554,Nannizzia gypsea,Oe6_s02715,80.366,382,71,4,9072,9451,141,520,1.93e-71,287,1
XM_003177113,Nannizzia gypsea,Oe6_s04608,79.562,274,52,3,11566,11837,553,282,4.67e-43,193,1
XM_003196702,Cryptococcus gattii VGI,Oe6_s06580,80.519,1232,224,15,25941,27164,1374,151,0,931,1
XM_003229219,Anolis carolinensis,Oe6_s01139,75.581,258,58,5,2380,2634,770,1025,9.17e-23,122,3
XM_003233651,Trichophyton rubrum,Oe6_s00826,74.234,1502,369,16,25674,27172,3293,1807,7.03e-170,614,1
XM_003235031,Trichophyton rubrum,Oe6_s06580,78.182,660,120,20,8073,8717,2502,1852,2.22e-105,399,1
XM_003237833,Trichophyton rubrum,Oe6_s04608,78.151,357,76,2,1290,1645,88,443,4.6e-53,226,1
XM_003295534,Pyrenophora teres,Oe6_s04608,95.588,68,3,0,11446,11513,618,551,4.84e-18,110,1
XM_003295623,Pyrenophora teres,Oe6_s04608,76.773,409,83,8,1233,1635,16,418,7.7e-51,219,1
XM_003295783,Pyrenophora teres,Oe6_s06580,75.572,1793,377,50,8073,9827,2601,832,0,828,1
XM_003297869,Pyrenophora teres,Oe6_s00826,75.02,1281,310,10,25897,27172,3271,1996,5.52e-161,584,1
XM_003299802,Pyrenophora teres,Oe6_s01218,75.194,1673,370,39,1236,2887,1441,3089,0,749,1
XM_003300260,Pyrenophora teres,Oe6_s02715,93.478,92,6,0,30700,30791,221,130,2.05e-26,137,1
XM_003300620,Pyrenophora teres,Oe6_s03228,76.522,230,50,4,1524,1751,1224,997,5.11e-23,122,1
XM_003301961,Pyrenophora teres,Oe6_s06580,76.144,1333,280,33,25839,27152,1476,163,0,665,1
XM_003346564,Sordaria macrospora,Oe6_s02715,76.285,253,45,9,30382,30622,496,247,2.07e-21,121,1
XM_003346566,Sordaria macrospora,Oe6_s02715,79.224,722,125,20,28239,28943,959,246,2.96e-129,479,1
XM_003348286,Sordaria macrospora,Oe6_s06580,77.769,1336,260,31,25839,27154,1446,128,0,787,1
XM_003348648,Sordaria macrospora,Oe6_s01218,76.966,1780,375,29,1250,3010,1503,3266,0,983,1
XM_003348975,Sordaria macrospora,Oe6_s03228,78.235,170,34,2,1073,1239,1457,1288,5.15e-18,106,1
XM_003349281,Sordaria macrospora,Oe6_s10369,75.721,1145,244,32,36418,37543,488,1617,1.13e-148,544,1
XM_003350681,Sordaria macrospora,Oe6_s06580,77.39,659,125,19,8073,8716,2382,1733,1.74e-96,370,1
XM_003651271,Thielavia terrestris,Oe6_s03228,79.31,261,49,4,992,1248,1865,1606,1.08e-39,178,1
XM_003653309,Thielavia terrestris,Oe6_s01218,75.32,1718,389,30,1179,2879,1673,3372,0,791,1
XM_003660627,Thermothelomyces thermophila,Oe6_s01218,75.753,1794,384,45,1245,3011,1006,2775,0,856,1
XM_003664884,Thermothelomyces thermophila,Oe6_s10369,73.158,380,89,10,35992,36360,365,742,1.74e-22,124,1
XM_003664884,Thermothelomyces thermophila,Oe6_s10369,74.244,1157,255,38,36418,37546,738,1879,3.27e-119,446,1
XM_003682609,Torulaspora delbrueckii,Oe6_s06580,73.759,846,211,9,26196,27034,1119,278,4.94e-82,322,1
XM_003683995,Tetrapisispora phaffii,Oe6_s06580,75.385,390,84,10,26703,27086,603,220,1.13e-38,178,1
XM_003712311,Magnaporthe oryzae,Oe6_s06580,81.143,175,33,0,2473,2647,2753,2579,1.49e-27,141,1
XM_003712446,Magnaporthe oryzae,Oe6_s06580,75.252,1786,376,57,8073,9822,2872,1117,0,789,1
XM_003714693,Magnaporthe oryzae,Oe6_s02715,76.224,715,142,19,28248,28942,877,171,1.87e-91,353,1
XM_003715361,Magnaporthe oryzae,Oe6_s06580,76.426,526,110,11,8195,8713,2578,2060,5.05e-67,272,1
XM_003718903,Magnaporthe oryzae,Oe6_s06580,79.085,1334,248,27,25838,27154,1631,312,0,889,1
XM_003727879,Strongylocentrotus purpuratus,Oe6_s06580,75.688,218,49,4,26707,26922,662,447,5.42e-17,106,2
XM_003727880,Strongylocentrotus purpuratus,Oe6_s06580,75.688,218,49,4,26707,26922,662,447,5.42e-17,106,2
XM_003834236,Leptosphaeria maculans,Oe6_s04608,75.904,415,84,12,1228,1634,11,417,1e-44,198,1
XM_003837685,Leptosphaeria maculans,Oe6_s06580,76.135,1211,252,30,25839,27032,1482,292,5.67e-166,601,1
XM_003838685,Leptosphaeria maculans,Oe6_s00826,74.405,1512,367,18,25671,27172,4085,2584,6.99e-175,630,1
XM_003840939,Leptosphaeria maculans,Oe6_s02715,72.331,459,92,26,28381,28811,658,207,1.24e-18,111,1
XM_003850196,Zymoseptoria tritici,Oe6_s10369,76.161,1120,238,22,36418,37522,601,1706,3.11e-154,562,1
XM_003851682,Zymoseptoria tritici,Oe6_s06580,80.688,1191,217,12,25847,27032,1602,420,0,913,1
XM_003852161,Zymoseptoria tritici,Oe6_s06580,75.5,1800,369,53,8073,9833,2753,987,0,815,1
XM_003852751,Zymoseptoria tritici,Oe6_s04608,74.176,364,92,2,30025,30387,230,592,2.85e-30,150,1
XM_003853836,Zymoseptoria tritici,Oe6_s02715,86.056,251,35,0,29791,30041,1115,865,1.94e-66,270,1
XM_003853836,Zymoseptoria tritici,Oe6_s02715,92.466,146,11,0,30697,30842,365,220,4.29e-48,209,1
XM_003855422,Zymoseptoria tritici,Oe6_s01218,77.796,1824,372,26,1235,3037,1437,3248,0,1094,1
XM_005226884,Bos taurus,Oe6_s07662,87.719,114,6,8,410,520,5,113,6.03e-25,126,3
XM_005226885,Bos taurus,Oe6_s07662,87.719,114,6,8,410,520,5,113,6.03e-25,126,3
XM_005226886,Bos taurus,Oe6_s07662,87.719,114,6,8,410,520,5,113,6.03e-25,126,3
XM_005226887,Bos taurus,Oe6_s07662,87.719,114,6,8,410,520,4,112,6.03e-25,126,3
XM_005274055,Homo sapiens,Oe6_s07662,87.611,113,6,8,413,522,1,108,2.17e-24,124,2
XM_005295999,Chrysemys picta,Oe6_s01835,81.988,161,23,5,300,460,958,804,1.56e-26,132,3
XM_005341955,Ictidomys tridecemlineatus,Oe6_s07662,87.611,113,6,8,413,522,3386,3493,2.17e-24,124,3
XM_005341956,Ictidomys tridecemlineatus,Oe6_s07662,87.611,113,6,8,413,522,3383,3490,2.17e-24,124,3
XM_005369594,Microtus ochrogaster,Oe6_s06168,79.191,173,30,6,60269,60438,1223,1392,4.75e-19,115,1
XM_005404019,Chinchilla lanigera,Oe6_s06580,71.299,993,248,35,25949,26921,1474,499,1.85e-51,220,2
XM_005643423,Coccomyxa subellipsoidea,Oe6_s04608,80.095,211,40,2,1305,1514,126,335,6.12e-32,156,1
XM_005648441,Coccomyxa subellipsoidea,Oe6_s03453,79.747,158,28,4,734,889,1571,1416,4.68e-20,111,1
XM_005709797,Chondrus crispus,Oe6_s06580,91.667,72,6,0,26703,26774,450,379,2.52e-15,100,1
XM_005802298,Xiphophorus maculatus,Oe6_s02597,79.605,152,25,4,55708,55856,689,837,3.33e-16,104,2
XM_005819630,Guillardia theta,Oe6_s04608,76.204,353,73,10,1276,1621,56,404,4.7e-38,176,1
XM_005966881,Pantholops hodgsonii,Oe6_s02989,81.872,1175,201,7,5,1173,1220,52,0,979,1
XM_005968780,Pantholops hodgsonii,Oe6_s03144,100,65,0,0,699,763,802,738,2.45e-22,121,1
XM_005975367,Pantholops hodgsonii,Oe6_s04615,79.539,1823,314,50,35624,37421,1133,2921,0,1245,1
XM_006064508,Bubalus bubalis,Oe6_s07662,87.611,113,6,8,411,520,36,143,2.17e-24,124,1
XM_006064509,Bubalus bubalis,Oe6_s07662,87.611,113,6,8,411,520,36,143,2.17e-24,124,1
XM_006064510,Bubalus bubalis,Oe6_s07662,87.611,113,6,8,411,520,31,138,2.17e-24,124,1
XM_006064511,Bubalus bubalis,Oe6_s07662,87.611,113,6,8,411,520,92,199,2.17e-24,124,1
XM_006533946,Mus musculus,Oe6_s07662,87.826,115,6,8,411,522,35,144,1.68e-25,128,3
XM_006634585,Lepisosteus oculatus,Oe6_s02199,79.897,194,39,0,207611,207804,1599,1406,3.37e-27,143,2
XM_006669279,Cordyceps militaris,Oe6_s02715,80.124,161,32,0,30463,30623,376,216,2.07e-21,121,1
XM_006670092,Cordyceps militaris,Oe6_s10369,73.661,1158,256,42,36418,37544,482,1621,1.99e-106,403,1
XM_006672011,Cordyceps militaris,Oe6_s06580,77.585,1325,267,22,25848,27154,1584,272,0,774,1
XM_006674009,Cordyceps militaris,Oe6_s06580,75.377,861,176,27,8073,8909,2457,1609,2.23e-100,383,1
XM_006688226,[Candida] tenuis,Oe6_s02199,69.756,1025,284,23,74832,75843,1396,385,5.6e-30,152,1
XM_006688227,[Candida] tenuis,Oe6_s02199,69.756,1025,284,23,74832,75843,1077,66,5.6e-30,152,1
XM_006691316,Chaetomium thermophilum,Oe6_s06580,74.252,936,211,22,8073,8987,2427,1501,2.25e-95,366,1
XM_006692351,Chaetomium thermophilum,Oe6_s10369,73.6,1125,263,31,36443,37547,874,1984,7.17e-106,401,1
XM_006693376,Chaetomium thermophilum,Oe6_s01218,72.041,1470,366,39,1494,2939,1726,3174,3.67e-105,396,1
XM_006839854,Chrysochloris asiatica,Oe6_s02597,75.08,313,70,8,55567,55875,172,480,9.12e-27,139,1
XM_006881423,Elephantulus edwardii,Oe6_s02597,80.952,147,22,5,55708,55851,184,327,1.99e-18,111,1
XM_006940115,Felis catus,Oe6_s01147,71.285,1097,252,53,4266,5326,817,1886,8.6e-53,222,4
XM_006940119,Felis catus,Oe6_s01147,71.285,1097,252,53,4266,5326,853,1922,8.6e-53,222,4
XM_006959962,Wallemia mellicola,Oe6_s06580,73.985,1207,252,50,25946,27120,1406,230,2.19e-115,433,1
XM_006962961,Trichoderma reesei,Oe6_s06580,78.875,1316,242,27,25839,27133,1692,392,0,857,1
XM_006963748,Trichoderma reesei,Oe6_s06580,75.855,2075,402,77,7806,9832,3037,1014,0,965,1
XM_006964815,Trichoderma reesei,Oe6_s10369,75.129,1162,252,32,36418,37557,632,1778,1.14e-138,510,1
XM_006965854,Trichoderma reesei,Oe6_s02715,74.176,728,157,26,28239,28943,786,67,1.5e-67,274,1
XM_006969731,Trichoderma reesei,Oe6_s01218,82.069,145,17,8,476,616,694,833,1.15e-20,115,1
XM_007005987,Tremella mesenterica,Oe6_s06580,76.283,1189,253,23,25947,27119,1478,303,1.22e-167,606,1
XM_007044968,Theobroma cacao,Oe6_s02199,70.458,721,195,18,75201,75912,1151,440,5.64e-25,135,2
XM_007065960,Chelonia mydas,Oe6_s01835,74.684,316,70,8,147,460,923,616,1.56e-26,132,1
XM_007096016,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,581,1650,1.85e-54,228,2
XM_007096017,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,581,1650,1.85e-54,228,2
XM_007096018,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,581,1650,1.85e-54,228,2
XM_007096019,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,695,1764,1.85e-54,228,2
XM_007096020,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,695,1764,1.85e-54,228,2
XM_007096021,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,862,1931,1.85e-54,228,2
XM_007096022,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,489,1558,1.85e-54,228,2
XM_007096023,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,815,1884,1.85e-54,228,2
XM_007096024,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,648,1717,1.85e-54,228,2
XM_007096025,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,512,1581,1.85e-54,228,2
XM_007096027,Panthera tigris,Oe6_s01147,71.403,1098,249,55,4266,5326,648,1717,1.85e-54,228,2
XM_007222364,Prunus persica,Oe6_s02199,69.656,959,266,25,75005,75950,1473,527,5.64e-25,135,2
XM_007273109,Colletotrichum gloeosporioides,Oe6_s06580,75.858,758,156,22,7971,8713,2541,1796,1.05e-93,361,1
XM_007273445,Colletotrichum gloeosporioides,Oe6_s03228,75.61,246,57,2,996,1238,1660,1415,6.61e-22,119,1
XM_007276239,Colletotrichum gloeosporioides,Oe6_s06580,79.108,1278,232,27,25839,27097,1410,149,0,848,1
XM_007280946,Colletotrichum gloeosporioides,Oe6_s06580,76.345,1450,295,42,8074,9499,2567,1142,0,734,1
XM_007286206,Colletotrichum gloeosporioides,Oe6_s01218,75.858,1864,399,45,1182,3018,736,2575,0,902,1
XM_007286206,Colletotrichum gloeosporioides,Oe6_s01218,81.944,144,22,4,516,657,115,256,8.91e-22,119,1
XM_007293077,Marssonina brunnea,Oe6_s02715,71.256,581,135,25,28388,28943,624,51,7.44e-21,119,1
XM_007294505,Marssonina brunnea,Oe6_s01218,72.14,1687,427,37,1251,2914,1399,3065,5.94e-128,472,1
XM_007295729,Marssonina brunnea,Oe6_s04608,81.053,380,66,6,1269,1645,76,452,9.62e-75,298,1
XM_007307442,Stereum hirsutum,Oe6_s06580,81.447,1299,221,19,25848,27136,1467,179,0,1046,1
XM_007375795,Spathaspora passalidarum,Oe6_s06580,72.578,547,130,16,26604,27140,762,226,1.14e-33,161,1
XM_007378413,Punctularia strigosozonata,Oe6_s06580,79.528,1314,245,23,25848,27149,1514,213,0,915,1
XM_007394396,Phanerochaete carnosa,Oe6_s04608,77.51,249,44,10,1394,1636,150,392,6.17e-27,139,1
XM_007396270,Phanerochaete carnosa,Oe6_s02715,79.528,254,48,3,9072,9323,385,636,1.21e-38,178,1
XM_007538287,Erinaceus europaeus,Oe6_s06168,77.451,204,40,6,60237,60437,349,549,1.32e-19,117,1
XM_007538294,Erinaceus europaeus,Oe6_s06168,77.451,204,40,6,60237,60437,349,549,1.32e-19,117,1
XM_007570972,Poecilia formosa,Oe6_s02597,80.263,152,24,4,55708,55856,715,863,7.15e-18,110,2
XM_007581681,Neofusicoccum parvum,Oe6_s02715,83.465,381,61,2,9072,9451,141,520,1.87e-91,353,1
XM_007583195,Neofusicoccum parvum,Oe6_s06580,75.992,1916,371,67,7961,9836,2656,790,0,907,1
XM_007583471,Neofusicoccum parvum,Oe6_s06580,79.318,1320,253,16,25843,27152,1478,169,0,907,1
XM_007583668,Neofusicoccum parvum,Oe6_s01218,75.395,1711,389,31,1236,2930,1450,3144,0,798,1
XM_007587135,Neofusicoccum parvum,Oe6_s02715,88.235,221,23,3,30698,30917,234,16,1.17e-63,261,1
XM_007589419,Neofusicoccum parvum,Oe6_s02715,78.363,721,134,18,28239,28942,770,55,8.35e-120,448,1
XM_007592450,Colletotrichum fioriniae,Oe6_s10369,74.845,1129,243,34,36418,37522,473,1584,1.5e-127,473,1
XM_007596485,Colletotrichum fioriniae,Oe6_s06580,80.35,1313,227,25,25839,27134,1479,181,0,966,1
XM_007597866,Colletotrichum fioriniae,Oe6_s01218,77.429,1750,360,28,1181,2911,1332,3065,0,1011,1
XM_007598786,Colletotrichum fioriniae,Oe6_s06580,76.907,1481,286,48,8073,9525,2631,1179,0,789,1
XM_007599973,Colletotrichum fioriniae,Oe6_s02715,74.278,727,156,27,28239,28942,1889,1171,1.16e-68,278,1
XM_007684410,Bipolaris oryzae,Oe6_s00826,75.616,1259,289,18,25914,27163,3224,1975,3.27e-168,608,1
XM_007689602,Bipolaris oryzae,Oe6_s06580,75.196,1915,387,62,7957,9827,2699,829,0,824,1
XM_007699335,Bipolaris sorokiniana,Oe6_s06580,75.774,1325,283,33,25835,27140,1766,461,5.59e-176,634,1
XM_007703625,Bipolaris sorokiniana,Oe6_s01218,74.526,1688,376,49,1245,2905,1770,3430,0,686,1
XM_007705163,Bipolaris sorokiniana,Oe6_s08789,79.669,605,123,0,3823,4427,629,1233,3.33e-117,436,1
XM_007706749,Bipolaris sorokiniana,Oe6_s06580,75.432,1909,387,58,7960,9827,2938,1071,0,852,1
XM_007710159,Bipolaris zeicola,Oe6_s06580,75.152,1312,290,30,25847,27140,1468,175,5.71e-161,584,1
XM_007711092,Bipolaris zeicola,Oe6_s02715,78.961,385,77,4,9069,9451,138,520,4.2e-63,259,1
XM_007712447,Bipolaris zeicola,Oe6_s01218,75.044,1687,369,47,1245,2905,1417,3077,0,736,1
XM_007717992,Bipolaris zeicola,Oe6_s06580,75.196,1915,389,61,7956,9827,2700,829,0,826,1
XM_007721284,Capronia coronata,Oe6_s06580,76.767,1330,278,27,25839,27154,1521,209,0,715,1
XM_007726159,Capronia coronata,Oe6_s06580,73.617,1482,333,48,8073,9525,2574,1122,5.87e-141,518,1
XM_007739588,Capronia epimyces,Oe6_s06580,72.888,1645,360,64,8224,9822,2423,819,4.6e-132,488,1
XM_007743118,Cladophialophora psammophila,Oe6_s06580,73.223,1688,378,63,8174,9821,2482,829,2.69e-149,545,1
XM_007745110,Cladophialophora psammophila,Oe6_s02715,81.818,231,38,4,29803,30031,974,746,1.55e-42,191,1
XM_007763547,Cladophialophora yegresii,Oe6_s10369,74.385,1097,249,29,36442,37522,474,1554,1.52e-117,440,1
XM_007765096,Coniophora puteana,Oe6_s06580,79.423,1317,255,15,25857,27165,1458,150,0,917,1
XM_007772561,Coniophora puteana,Oe6_s10369,75.303,413,80,20,16660,17064,852,454,1.32e-38,178,1
XM_007778903,Coniosporium apollinis,Oe6_s06580,76.493,536,110,12,8189,8716,2407,1880,1.08e-68,278,1
XM_007780822,Coniosporium apollinis,Oe6_s01218,74.164,1645,403,18,1248,2882,1544,3176,0,664,1
XM_007780917,Coniosporium apollinis,Oe6_s06580,77.045,1198,248,23,25847,27032,1528,346,0,664,1
XM_007785832,Coniosporium apollinis,Oe6_s04608,81.884,138,21,4,11378,11513,671,536,3.74e-19,113,1
XM_007785890,Coniosporium apollinis,Oe6_s03228,75.899,278,60,5,997,1269,1701,1426,6.57e-27,135,1
XM_007790946,Eutypa lata,Oe6_s06580,76.123,1336,282,26,25839,27154,1479,161,0,665,1
XM_007791149,Eutypa lata,Oe6_s10369,75.735,272,58,7,36832,37099,855,1122,3.74e-24,130,1
XM_007792404,Eutypa lata,Oe6_s02715,74.457,599,115,25,28376,28943,642,51,1.53e-52,224,1
XM_007792649,Eutypa lata,Oe6_s06580,72.752,1468,350,44,8082,9524,2607,1165,2.17e-120,449,1
XM_007808175,Metarhizium acridum,Oe6_s06580,71.958,1052,237,45,7971,8987,2556,1528,5.08e-62,255,1
XM_007809710,Metarhizium acridum,Oe6_s10369,73.154,1151,264,41,36418,37542,479,1610,5.62e-97,372,1
XM_007813422,Metarhizium acridum,Oe6_s06580,75.374,1336,277,39,25848,27154,1473,161,7.33e-165,597,1
XM_007813745,Metarhizium acridum,Oe6_s04608,75.402,435,94,10,11566,11998,553,130,1e-44,198,1
XM_007815662,Metarhizium acridum,Oe6_s00826,75.928,1105,262,4,25932,27034,3227,2125,7.19e-155,564,1
XM_007818135,Metarhizium robertsii,Oe6_s00826,75.837,1105,251,14,25923,27019,3236,2140,7.24e-150,547,1
XM_007821954,Metarhizium robertsii,Oe6_s06580,76.202,1206,243,33,25848,27028,1587,401,7.33e-165,597,2
XM_007826809,Metarhizium robertsii,Oe6_s04608,86.111,180,25,0,11658,11837,461,282,1.3e-43,195,1
XM_007827295,Metarhizium robertsii,Oe6_s03228,74.9,251,60,2,992,1239,1658,1408,1.11e-19,111,1
XM_007829917,Pestalotiopsis fici,Oe6_s06580,79.015,1320,244,27,25839,27140,1410,106,0,872,1
XM_007832996,Pestalotiopsis fici,Oe6_s01218,76.121,1650,342,45,1250,2876,1392,3012,0,817,1
XM_007835188,Pestalotiopsis fici,Oe6_s10369,75.926,270,59,6,36832,37098,858,1124,2.89e-25,134,1
XM_007839993,Pestalotiopsis fici,Oe6_s06580,76.48,659,125,22,8073,8713,2454,1808,8.21e-85,331,1
XM_007862208,Gloeophyllum trabeum,Oe6_s06580,78.907,1318,258,16,25857,27164,1521,214,0,876,1
XM_007867229,Gloeophyllum trabeum,Oe6_s10369,74.253,435,93,18,16640,17066,897,474,1.02e-34,165,1
XM_007879439,Anthracocystis flocculosa,Oe6_s06580,84.498,2761,412,13,7669,10418,2951,196,0,2713,1
XM_007879484,Anthracocystis flocculosa,Oe6_s06580,78.309,816,167,7,2082,2892,2665,1855,5.87e-141,518,1
XM_007879528,Anthracocystis flocculosa,Oe6_s06580,85.53,1320,185,6,25848,27164,1470,154,0,1375,1
XM_007901891,Callorhinchus milii,Oe6_s07662,87.273,110,10,4,413,521,1,107,7.8e-24,122,1
XM_007913577,Phaeoacremonium minimum,Oe6_s04608,78.267,704,120,28,1267,1955,74,759,5.47e-112,422,1
XM_007915527,Phaeoacremonium minimum,Oe6_s02715,75.446,729,144,25,28239,28942,770,52,5.28e-82,322,1
XM_007917050,Phaeoacremonium minimum,Oe6_s06580,73.393,887,190,33,8073,8930,2439,1570,5.01e-72,289,1
XM_007920457,Phaeoacremonium minimum,Oe6_s01218,75.221,1699,372,43,1236,2908,1420,3095,0,760,1
XM_007924383,Pseudocercospora fijiensis,Oe6_s01218,75.939,1783,408,16,1236,3003,1691,3467,0,896,1
XM_007926861,Pseudocercospora fijiensis,Oe6_s02715,82.263,327,52,6,29721,30043,1312,988,1.16e-68,278,1
XM_007927539,Pseudocercospora fijiensis,Oe6_s04608,73.674,1056,242,35,1275,2312,64,1101,1.2e-98,377,1
XM_007928862,Pseudocercospora fijiensis,Oe6_s10369,75.428,1168,241,36,36418,37554,606,1758,4.08e-143,525,1
XM_007931747,Pseudocercospora fijiensis,Oe6_s06580,74.828,1895,380,72,7971,9821,2774,933,0,767,1
XM_007956580,Orycteropus afer,Oe6_s02597,79.672,305,46,15,55575,55871,252,548,8.86e-47,206,1
XM_008023475,Setosphaeria turcica,Oe6_s03228,76.014,296,64,6,997,1287,1762,1469,3.03e-30,147,1
XM_008025759,Setosphaeria turcica,Oe6_s06580,75.487,1795,375,51,8073,9827,2703,934,0,817,1
XM_008026467,Setosphaeria turcica,Oe6_s01218,75.904,1660,346,46,1245,2877,1729,3361,0,800,1
XM_008027798,Setosphaeria turcica,Oe6_s00826,75.96,1198,274,13,25973,27163,3303,2113,4.23e-167,604,1
XM_008029339,Setosphaeria turcica,Oe6_s06580,76.09,1330,294,19,25835,27152,1572,255,0,673,1
XM_008030227,Setosphaeria turcica,Oe6_s04608,78.607,402,72,9,1239,1633,77,471,2.11e-61,254,1
XM_008030806,Setosphaeria turcica,Oe6_s02715,78.701,385,78,4,9069,9451,214,596,1.95e-61,254,1
XM_008030824,Setosphaeria turcica,Oe6_s02715,76.174,596,115,23,28239,28819,776,193,5.36e-72,289,1
XM_008034018,Trametes versicolor,Oe6_s06580,80.061,1319,247,13,25854,27164,1461,151,0,965,1
XM_008042673,Trametes versicolor,Oe6_s04608,80.791,177,28,4,1415,1588,171,344,2.87e-25,134,1
XM_008079706,Glarea lozoyensis,Oe6_s06580,75.056,1800,383,56,8073,9836,2562,793,0,776,1
XM_008082857,Glarea lozoyensis,Oe6_s10369,75.534,1124,238,30,36418,37522,443,1548,6.83e-141,518,1
XM_008092269,Colletotrichum graminicola,Oe6_s06580,79.051,1222,229,20,25946,27152,1351,142,0,813,1
XM_008092988,Colletotrichum graminicola,Oe6_s06580,74.125,1801,405,53,8074,9842,2630,859,0,688,1
XM_008093413,Colletotrichum graminicola,Oe6_s01218,77.125,1718,347,39,1182,2876,1363,3057,0,953,1
XM_008093535,Colletotrichum graminicola,Oe6_s02715,76.849,730,134,27,28239,28943,770,51,3.09e-99,379,1
XM_008098399,Colletotrichum graminicola,Oe6_s10369,74.909,1104,234,37,36418,37496,473,1558,9.02e-125,464,1
XM_008098803,Colletotrichum graminicola,Oe6_s06580,76.935,659,122,19,8073,8713,2448,1802,8.15e-90,348,1
XM_008223837,Prunus mume,Oe6_s02199,69.583,960,265,27,75005,75950,1473,527,2.62e-23,130,2
XM_008406705,Poecilia reticulata,Oe6_s02597,79.605,152,25,4,55708,55856,701,849,3.33e-16,104,2
XM_008472155,Diaphorina citri,Oe6_s06168,78.744,207,44,0,106238,106444,339,545,2.82e-26,139,2
XM_008597169,Beauveria bassiana,Oe6_s06580,77.492,1324,266,25,25848,27152,1584,274,0,765,1
XM_008599036,Beauveria bassiana,Oe6_s10369,73.425,1159,259,43,36418,37545,482,1622,5.59e-102,388,1
XM_008618765,Saprolegnia diclina,Oe6_s01835,77.005,187,35,8,296,481,918,739,4.39e-17,100,1
XM_008722542,Cyphellophora europaea,Oe6_s06580,74.062,1920,389,82,7966,9835,2669,809,0,686,1
XM_008726948,Cladophialophora carrionii,Oe6_s06580,73.78,1476,331,48,8073,9520,2583,1136,7.54e-145,531,1
XM_008814510,Phoenix dactylifera,Oe6_s08173,74.763,317,76,4,76368,76682,1112,798,2.03e-26,139,2
XM_008814520,Phoenix dactylifera,Oe6_s08173,74.763,317,76,4,76368,76682,799,485,2.03e-26,139,2
XM_008814527,Phoenix dactylifera,Oe6_s08173,74.763,317,76,4,76368,76682,778,464,2.03e-26,139,2
XM_008997007,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,1266,1681,3.11e-47,204,2
XM_008997008,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,980,1395,3.11e-47,204,1
XM_008997009,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,1267,1682,3.11e-47,204,2
XM_008997010,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,529,944,3.11e-47,204,2
XM_008997011,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,801,1216,3.11e-47,204,2
XM_008997012,Callithrix jacchus,Oe6_s01147,75.656,419,96,4,4248,4663,450,865,3.11e-47,204,2
XM_009081175,Acanthisitta chloris,Oe6_s01147,78.676,272,58,0,4266,4537,469,740,1.46e-40,182,1
XM_009160170,Exophiala dermatitidis,Oe6_s06580,75.982,1324,293,19,25840,27152,1472,163,0,660,1
XM_009228049,Gaeumannomyces tritici,Oe6_s06580,77.454,1304,247,38,25857,27135,1683,402,0,736,1
XM_009230867,Gaeumannomyces tritici,Oe6_s06580,73.903,843,174,33,8073,8886,2858,2033,3e-74,296,1
XM_009258564,Fusarium pseudograminearum,Oe6_s10369,75.428,1168,238,40,36418,37554,476,1625,5.28e-142,521,1
XM_009261647,Fusarium pseudograminearum,Oe6_s06580,73.794,912,188,40,7971,8852,2544,1654,2.97e-79,313,1
XM_009262031,Fusarium pseudograminearum,Oe6_s03228,77.056,231,46,5,1024,1249,1635,1407,3.95e-24,126,1
XM_009262185,Fusarium pseudograminearum,Oe6_s06580,77.317,1327,260,33,25848,27152,1470,163,0,745,1
XM_009262290,Fusarium pseudograminearum,Oe6_s01218,76.246,1806,386,38,1236,3018,1339,3124,0,918,1
XM_009352563,Pyrus x bretschneideri,Oe6_s06168,89.011,91,10,0,138988,139078,1982,1892,1.71e-18,113,1
