accession,taxid,superkingdom,phylum,class,order,family,genus,species,strain
CP017158,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017159,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017160,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017161,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017162,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017163,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017164,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017165,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017166,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017167,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP017168,520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis,
CP023184,29486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia ruckeri,
CP020753,1935181,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri 1c
CP023641,300,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,
CP023645,624,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,
XM_022775395,1245769,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea lanzarotensis,
CP021652,305,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,
CP023705,152682,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas melonis,
CP023741,13690,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,
LT907988,1851544,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella,Orrella dioscoreae,
XM_022821662,1003335,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,Kluyveromyces marxianus DMKU3-1042
CP021766,305,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,
CP021435,475662,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas beimenensis,
LC171366,1882222,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum sp. PW1,
CP023875,575,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,
CP023879,571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca,
CP023899,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP023907,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023913,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023914,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023916,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023918,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023919,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023925,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023926,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023933,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023937,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023941,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023943,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023946,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023947,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023949,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023950,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023959,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP023963,548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,
CP023553,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023555,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP023487,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024038,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024057,1437881,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. anacardii
XM_022870601,66656,Eukaryota,Streptophyta,,Malvales,Malvaceae,Durio,Durio zibethinus,
XM_022870602,66656,Eukaryota,Streptophyta,,Malvales,Malvaceae,Durio,Durio zibethinus,
XM_022870603,66656,Eukaryota,Streptophyta,,Malvales,Malvaceae,Durio,Durio zibethinus,
XM_022878205,66656,Eukaryota,Streptophyta,,Malvales,Malvaceae,Durio,Durio zibethinus,
XM_022878206,66656,Eukaryota,Streptophyta,,Malvales,Malvaceae,Durio,Durio zibethinus,
CP015244,1055545,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O91
XM_022933849,50429,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,Stylophora pistillata,
CP020925,13690,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae,
CP024092,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024028,536,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,
CP024029,536,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,
CP024085,303,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,
CP024086,303,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,
CP024159,78327,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mosselii,
LT854254,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854255,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854256,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854257,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854258,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854260,1276532,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_1E4
LT854274,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
LT854275,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
LT854276,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
LT854277,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
LT854278,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
LT854280,1276537,Eukaryota,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Zymoseptoria tritici ST99CH_3D1
CP024223,1446701,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O169:H41
CP024293,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024299,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024240,2048775,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O114:H49
CP024252,2048779,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O182:H21
CP024269,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024278,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024479,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024289,2048778,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli O178:H19
CP024473,2049486,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri 7b
CP024470,623,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,
CP024191,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024192,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024194,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024421,29461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella suis,
CP024424,147645,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,
CP024201,69666,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter mirabilis,
XM_022971124,69820,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,
XM_022971125,69820,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,
XM_022971126,69820,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,
MF927777,550,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,
CP024482,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024483,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024489,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024491,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024500,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024477,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
CP024588,2018065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas sp. FDAARGOS_362,
CP024507,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024508,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024516,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024521,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024522,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024524,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024528,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024529,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024531,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024535,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024536,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024538,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024542,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024545,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024548,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024549,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024550,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024552,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024556,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024557,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024559,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024563,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024564,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024566,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024570,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024571,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024573,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024458,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP020964,317013,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas phaseoli,Xanthomonas phaseoli pv. phaseoli
CP020967,317013,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas phaseoli,Xanthomonas phaseoli pv. phaseoli
CP020971,317013,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas phaseoli,Xanthomonas phaseoli pv. phaseoli
CP020975,317013,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas phaseoli,Xanthomonas phaseoli pv. phaseoli
CP020979,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020981,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020983,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020985,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020987,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020989,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020992,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP020998,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP021001,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP021006,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP021012,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP021015,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP021018,473423,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas citri,Xanthomonas citri pv. phaseoli var. fuscans
CP017994,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP018056,72407,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024090,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024645,946333,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter gummiphilus,
CP024654,29459,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis,
CP024712,103796,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae,Pseudomonas syringae group pathovars incertae sedis
CP024667,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024780,180957,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum,
CP017307,1358015,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017308,1358004,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017310,1358017,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017317,1281282,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017319,1358019,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017323,1281283,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
CP017389,1281284,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas campestris,Xanthomonas campestris pv. campestris
XM_023001549,158386,Eukaryota,Streptophyta,,Lamiales,Oleaceae,Olea,Olea europaea,
XM_023001550,158386,Eukaryota,Streptophyta,,Lamiales,Oleaceae,Olea,Olea europaea,
XM_023001551,158386,Eukaryota,Streptophyta,,Lamiales,Oleaceae,Olea,Olea europaea,
XM_023025994,158386,Eukaryota,Streptophyta,,Lamiales,Oleaceae,Olea,Olea europaea,
CP024812,2051905,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. CRENT-193,
CP024821,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP024834,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024838,573,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,
CP024857,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
XR_002706676,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002706690,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002706849,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002706888,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707189,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707190,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707191,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707192,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707290,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707291,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
XR_002707292,166361,Eukaryota,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Onthophagus,Onthophagus taurus,
CP024880,548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,
CP024883,548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,
CP024885,548,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,
CP024889,562,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
XR_002721170,106582,Eukaryota,Chordata,Actinopteri,Cichliformes,Cichlidae,Maylandia,Maylandia zebra,
